company_id,type,rule_id,text,confidence_pct
LICI,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
LICI,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LICI,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
LICI,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
LICI,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
LICI,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
LODHA,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
LODHA,con,CON_05,Revenue growth below 5% over five years suggests weak business momentum.,85
LODHA,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
LODHA,con,CON_08,Profit growth has remained below 5% CAGR over the past five years.,85
LODHA,con,CON_09,Weak earnings-per-share growth limits long-term shareholder value creation.,80
LODHA,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
LODHA,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
LODHA,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LT,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
LT,pro,PRO_10,Business quality metrics have strengthened consistently over recent years.,80
LT,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
LTIM,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LTIM,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
LTIM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
LTIM,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
LTIM,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
M&M,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
M&M,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
M&M,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
MARUTI,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
MARUTI,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
MARUTI,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
MARUTI,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
MARUTI,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
MOTHERSON,con,CON_03,"Operating profit margin is low, indicating pricing pressure or weak operating efficiency.",80
MOTHERSON,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
MOTHERSON,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
MOTHERSON,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
NAUKRI,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
NAUKRI,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
NAUKRI,con,CON_08,Profit growth has remained below 5% CAGR over the past five years.,85
NAUKRI,con,CON_09,Weak earnings-per-share growth limits long-term shareholder value creation.,80
NAUKRI,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
NAUKRI,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
NAUKRI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NAUKRI,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
NESTLEIND,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
NESTLEIND,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
NESTLEIND,pro,PRO_10,Business quality metrics have strengthened consistently over recent years.,80
NESTLEIND,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
NESTLEIND,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
NHPC,con,CON_05,Revenue growth below 5% over five years suggests weak business momentum.,85
NHPC,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
NHPC,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
NHPC,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
NHPC,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NHPC,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
NHPC,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
NTPC,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
NTPC,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
NTPC,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
NTPC,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
ONGC,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
ONGC,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
ONGC,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
ONGC,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated and warrants monitoring.,95
PFC,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
PFC,con,CON_06,Low interest coverage indicates elevated debt servicing risk.,95
PFC,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
PFC,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
PFC,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
PFC,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
PIDILITIND,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
PIDILITIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PIDILITIND,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
PIDILITIND,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
PIDILITIND,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
PIDILITIND,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
PIDILITIND,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,95
PNB,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
PNB,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
PNB,pro,PRO_10,Business quality metrics have strengthened consistently over recent years.,80
PNB,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
POWERGRID,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
POWERGRID,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
POWERGRID,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
POWERGRID,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated and warrants monitoring.,95
RECLTD,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
RECLTD,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
RECLTD,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
RECLTD,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
RECLTD,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
RECLTD,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
RELIANCE,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
RELIANCE,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
RELIANCE,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
RELIANCE,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
SBILIFE,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
SBILIFE,con,CON_03,"Operating profit margin is low, indicating pricing pressure or weak operating efficiency.",80
SBILIFE,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
SBILIFE,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
SBILIFE,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SBILIFE,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
SHREECEM,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
SHREECEM,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
SHREECEM,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
SHREECEM,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated and warrants monitoring.,95
SHRIRAMFIN,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
SHRIRAMFIN,con,CON_06,Low interest coverage indicates elevated debt servicing risk.,95
SHRIRAMFIN,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
SHRIRAMFIN,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SHRIRAMFIN,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
SHRIRAMFIN,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
SIEMENS,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
SIEMENS,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
SIEMENS,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SIEMENS,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
SUNPHARMA,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SUNPHARMA,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
SUNPHARMA,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SUNPHARMA,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
TATACONSUM,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
TATACONSUM,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
TATACONSUM,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATACONSUM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
TATACONSUM,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
TATACONSUM,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
TATAMOTORS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TATAMOTORS,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TATAMOTORS,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
TATAPOWER,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
TATAPOWER,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
TATAPOWER,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATASTEEL,con,CON_03,"Operating profit margin is low, indicating pricing pressure or weak operating efficiency.",80
TATASTEEL,con,CON_04,Company reported a negative net profit margin in the latest financial year.,95
TATASTEEL,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
TATASTEEL,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
TATASTEEL,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TCS,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
TCS,pro,PRO_10,Business quality metrics have strengthened consistently over recent years.,80
TCS,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
TECHM,con,CON_03,"Operating profit margin is low, indicating pricing pressure or weak operating efficiency.",80
TECHM,con,CON_07,Return on equity below 10% indicates weak shareholder returns.,85
TECHM,con,CON_08,Profit growth has remained below 5% CAGR over the past five years.,85
TECHM,con,CON_09,Weak earnings-per-share growth limits long-term shareholder value creation.,80
TECHM,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TECHM,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
TECHM,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TITAN,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TITAN,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
TORNTPHARM,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
TORNTPHARM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TORNTPHARM,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TORNTPHARM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TORNTPHARM,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
TRENT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TRENT,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TRENT,pro,PRO_10,Business quality metrics have strengthened consistently over recent years.,80
TRENT,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
TRENT,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated and warrants monitoring.,95
TVSMOTOR,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
TVSMOTOR,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
TVSMOTOR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TVSMOTOR,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
ULTRACEMCO,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
ULTRACEMCO,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
ULTRACEMCO,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
ULTRACEMCO,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
ULTRACEMCO,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
ULTRACEMCO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
ULTRACEMCO,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
UNIONBANK,con,CON_01,Debt-to-equity ratio of 12.82 is elevated and warrants monitoring.,95
UNIONBANK,con,CON_03,"Operating profit margin is low, indicating pricing pressure or weak operating efficiency.",80
UNIONBANK,con,CON_06,Low interest coverage indicates elevated debt servicing risk.,95
UNIONBANK,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
UNIONBANK,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
UNIONBANK,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
UNIONBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
